##name	path	Tissue	Description
##HG002_pb_chr22	hg002_pb_chr22.isoform.gz	blood	example_pb
##HG002_ont_chr22	hg002_ont_chr22.isoform.gz	blood	example_ont
#chrom	start	end	length	exon_count	trans_id	gene_id	confidence	detected	min_read	positive_count/sample_size	attributes	FORMAT	HG002_pb_chr22	HG002_ont_chr22
22	12279847	12281130	1283	2	ENST00000828133.1	ENSG00000307720.1	0	no	1	0/2	gene_id:ENSG00000307720.1;transcript_id:ENST00000828133.1;gene_type:lncRNA;gene_name:ENSG00000307720;transcript_type:lncRNA;transcript_name:ENST00000828133;level:2;tag:basic;tag:Ensembl_canonical;tag:TAGENE	CPM:COUNT	0:0	0:0
22	12298621	12309789	11168	2	ENST00000769194.1	ENSG00000300120.1	0	no	1	0/2	gene_id:ENSG00000300120.1;transcript_id:ENST00000769194.1;gene_type:lncRNA;gene_name:ENSG00000300120;transcript_type:lncRNA;transcript_name:ENST00000769194;level:2;tag:basic;tag:Ensembl_canonical;tag:TAGENE	CPM:COUNT	0:0	0:0
22	12602301	12626718	24417	5	ENST00000848488.1	ENSG00000310236.1	0	no	1	0/2	gene_id:ENSG00000310236.1;transcript_id:ENST00000848488.1;gene_type:lncRNA;gene_name:ENSG00000310236;transcript_type:lncRNA;transcript_name:ENST00000848488;level:2;tag:basic;tag:TAGENE	CPM:COUNT	0:0	0:0
22	12602328	12629201	26873	6	ENST00000848485.1	ENSG00000310236.1	0	no	1	0/2	gene_id:ENSG00000310236.1;transcript_id:ENST00000848485.1;gene_type:lncRNA;gene_name:ENSG00000310236;transcript_type:lncRNA;transcript_name:ENST00000848485;level:2;tag:basic;tag:TAGENE	CPM:COUNT	0:0	0:0
22	12602465	12626642	24177	9	ENST00000634617.1	ENSG00000283023.1	0	no	1	0/2	gene_id:ENSG00000283023.1;transcript_id:ENST00000634617.1;gene_type:transcribed_unprocessed_pseudogene;gene_name:FRG1GP;transcript_type:transcribed_unprocessed_pseudogene;transcript_name:FRG1GP-201;level:2;transcript_support_level:NA;hgnc_id:HGNC:51766;ont:PGO:0000005;ont:PGO:0000019;tag:basic;tag:Ensembl_canonical;havana_gene:OTTHUMG00000191578.1;havana_transcript:OTTHUMT00000488612.1	CPM:COUNT	0:0	0:0
22	12694809	12696637	1828	2	ENST00000748473.1	ENSG00000297508.1	0	no	1	0/2	gene_id:ENSG00000297508.1;transcript_id:ENST00000748473.1;gene_type:lncRNA;gene_name:ENSG00000297508;transcript_type:lncRNA;transcript_name:ENST00000748473;level:2;tag:basic;tag:Ensembl_canonical;tag:TAGENE	CPM:COUNT	0:0	0:0
22	12800737	12813586	12849	3	ENST00000790070.1	ENSG00000302854.1	0	no	1	0/2	gene_id:ENSG00000302854.1;transcript_id:ENST00000790070.1;gene_type:lncRNA;gene_name:ENSG00000302854;transcript_type:lncRNA;transcript_name:ENST00000790070;level:2;tag:basic;tag:TAGENE	CPM:COUNT	0:0	0:0
22	15273854	15273961	107	1	ENST00000613107.1	ENSG00000276138.1	0	no	1	0/2	gene_id:ENSG00000276138.1;transcript_id:ENST00000613107.1;gene_type:snRNA;gene_name:U6;transcript_type:snRNA;transcript_name:U6.58-201;level:3;transcript_support_level:NA;tag:basic;tag:Ensembl_canonical	CPM:COUNT	0:0	0:0
22	15282556	15288670	6114	1	ENST00000623391.1	ENSG00000280341.1	0	no	1	0/2	gene_id:ENSG00000280341.1;transcript_id:ENST00000623391.1;gene_type:lncRNA;gene_name:ENSG00000280341;transcript_type:lncRNA;transcript_name:ENST00000623391;level:2;transcript_support_level:NA;tag:basic;tag:Ensembl_canonical;havana_gene:OTTHUMG00000189266.1;havana_transcript:OTTHUMT00000479247.1	CPM:COUNT	0:0	0:0
22	15290717	15297196	6479	5	ENST00000448473.1	ENSG00000236235.1	0	no	1	0/2	gene_id:ENSG00000236235.1;transcript_id:ENST00000448473.1;gene_type:unprocessed_pseudogene;gene_name:ENSG00000236235;transcript_type:unprocessed_pseudogene;transcript_name:ENST00000448473;level:2;transcript_support_level:NA;ont:PGO:0000005;tag:basic;tag:Ensembl_canonical;havana_gene:OTTHUMG00000140362.1;havana_transcript:OTTHUMT00000277035.1	CPM:COUNT	0:0	0:0
22	15298377	15304556	6179	1	ENST00000623199.1	ENSG00000279442.1	0	no	1	0/2	gene_id:ENSG00000279442.1;transcript_id:ENST00000623199.1;gene_type:lncRNA;gene_name:ENSG00000279442;transcript_type:lncRNA;transcript_name:ENST00000623199;level:2;transcript_support_level:NA;tag:basic;tag:Ensembl_canonical;havana_gene:OTTHUMG00000189267.1;havana_transcript:OTTHUMT00000479248.1	CPM:COUNT	0:0	0:0
22	15326036	15343065	17029	3	ENST00000425869.1	ENSG00000184624.4	0	no	1	0/2	gene_id:ENSG00000184624.4;transcript_id:ENST00000425869.1;gene_type:unprocessed_pseudogene;gene_name:ZNF72BP;transcript_type:unprocessed_pseudogene;transcript_name:ZNF72BP-201;level:2;transcript_support_level:NA;hgnc_id:HGNC:13142;ont:PGO:0000005;tag:basic;tag:Ensembl_canonical;havana_gene:OTTHUMG00000140359.1;havana_transcript:OTTHUMT00000277012.1	CPM:COUNT	0:0	0:0
22	15349466	15350043	577	1	ENST00000441221.1	ENSG00000236097.1	0	no	1	0/2	gene_id:ENSG00000236097.1;transcript_id:ENST00000441221.1;gene_type:processed_pseudogene;gene_name:BNIP3P2;transcript_type:processed_pseudogene;transcript_name:BNIP3P2-201;level:1;transcript_support_level:NA;hgnc_id:HGNC:39655;ont:PGO:0000004;tag:pseudo_consens;tag:basic;tag:Ensembl_canonical;havana_gene:OTTHUMG00000155642.1;havana_transcript:OTTHUMT00000340948.1	CPM:COUNT	0:0	0:0
22	15489989	15492564	2575	3	ENST00000429435.1	ENSG00000236831.1	0	no	1	0/2	gene_id:ENSG00000236831.1;transcript_id:ENST00000429435.1;gene_type:unprocessed_pseudogene;gene_name:YME1L1P1;transcript_type:unprocessed_pseudogene;transcript_name:YME1L1P1-201;level:2;transcript_support_level:NA;hgnc_id:HGNC:12844;ont:PGO:0000005;tag:basic;tag:Ensembl_canonical;havana_gene:OTTHUMG00000140356.1;havana_transcript:OTTHUMT00000277009.1	CPM:COUNT	0:0	0:0
22	15509868	15523382	13514	2	ENST00000775343.1	ENSG00000300982.1	0	no	1	0/2	gene_id:ENSG00000300982.1;transcript_id:ENST00000775343.1;gene_type:lncRNA;gene_name:ENSG00000300982;transcript_type:lncRNA;transcript_name:ENST00000775343;level:2;tag:basic;tag:Ensembl_canonical;tag:TAGENE	CPM:COUNT	0:0	0:0
22	15516998	15543927	26929	3	ENST00000775238.1	ENSG00000300957.1	0	no	1	0/2	gene_id:ENSG00000300957.1;transcript_id:ENST00000775238.1;gene_type:lncRNA;gene_name:ENSG00000300957;transcript_type:lncRNA;transcript_name:ENST00000775238;level:2;tag:basic;tag:Ensembl_canonical;tag:TAGENE	CPM:COUNT	0:0	0:0
22	15541435	15559136	17701	2	ENST00000775240.1	ENSG00000300957.1	0	no	1	0/2	gene_id:ENSG00000300957.1;transcript_id:ENST00000775240.1;gene_type:lncRNA;gene_name:ENSG00000300957;transcript_type:lncRNA;transcript_name:ENST00000775240;level:2;tag:basic;tag:TAGENE	CPM:COUNT	0:0	0:0
22	15557222	15564470	7248	3	ENST00000775243.1	ENSG00000300957.1	0	no	1	0/2	gene_id:ENSG00000300957.1;transcript_id:ENST00000775243.1;gene_type:lncRNA;gene_name:ENSG00000300957;transcript_type:lncRNA;transcript_name:ENST00000775243;level:2;tag:basic;tag:TAGENE	CPM:COUNT	0:0	0:0
22	15528191	15529139	948	1	ENST00000643195.1	ENSG00000130538.6	0	no	1	0/2	gene_id:ENSG00000130538.6;transcript_id:ENST00000643195.1;gene_type:protein_coding;gene_name:OR11H1;transcript_type:protein_coding;transcript_name:OR11H1-201;level:2;protein_id:ENSP00000495403.1;hgnc_id:HGNC:15404;tag:basic;tag:Ensembl_canonical;tag:GENCODE_Primary;tag:MANE_Select;tag:appris_principal_1;tag:CCDS;ccdsid:CCDS74807.2;havana_gene:OTTHUMG00000030069.4;havana_transcript:OTTHUMT00000074923.4	CPM:COUNT	0:0	0:0
22	15541435	15578006	36571	4	ENST00000412729.1	ENSG00000237299.1	0	no	1	0/2	gene_id:ENSG00000237299.1;transcript_id:ENST00000412729.1;gene_type:transcribed_unprocessed_pseudogene;gene_name:ENSG00000237299;transcript_type:transcribed_unprocessed_pseudogene;transcript_name:ENST00000412729;level:2;transcript_support_level:NA;ont:PGO:0000005;ont:PGO:0000019;tag:basic;tag:Ensembl_canonical;havana_gene:OTTHUMG00000140352.2;havana_transcript:OTTHUMT00000276999.2	CPM:COUNT	0:0	0:0
22	15550903	15553838	2935	3	ENST00000443989.1	ENSG00000235759.1	0	no	1	0/2	gene_id:ENSG00000235759.1;transcript_id:ENST00000443989.1;gene_type:processed_pseudogene;gene_name:ARHGAP42P3;transcript_type:processed_pseudogene;transcript_name:ARHGAP42P3-201;level:1;transcript_support_level:NA;hgnc_id:HGNC:19327;ont:PGO:0000004;tag:pseudo_consens;tag:basic;tag:Ensembl_canonical;havana_gene:OTTHUMG00000140358.3;havana_transcript:OTTHUMT00000277011.3	CPM:COUNT	0:0	0:0
22	15557739	15605113	47374	5	ENST00000717488.1	ENSG00000230471.2	0	no	1	0/2	gene_id:ENSG00000230471.2;transcript_id:ENST00000717488.1;gene_type:lncRNA;gene_name:ENSG00000230471;transcript_type:lncRNA;transcript_name:ENST00000717488;level:2;tag:RNA_Seq_supported_only;tag:basic;tag:Ensembl_canonical;tag:TAGENE;havana_gene:OTTHUMG00000140353.1	CPM:COUNT	0:0	0:0
22	15600907	15604882	3975	3	ENST00000428118.1	ENSG00000230471.2	0	no	1	0/2	gene_id:ENSG00000230471.2;transcript_id:ENST00000428118.1;gene_type:lncRNA;gene_name:ENSG00000230471;transcript_type:lncRNA;transcript_name:ENST00000428118;level:1;transcript_support_level:2;tag:basic;tag:exp_conf;havana_gene:OTTHUMG00000140353.1;havana_transcript:OTTHUMT00000277001.1	CPM:COUNT	0:0	0:0
22	15622012	15625205	3193	4	ENST00000717491.1	ENSG00000230471.2	0	no	1	0/2	gene_id:ENSG00000230471.2;transcript_id:ENST00000717491.1;gene_type:lncRNA;gene_name:ENSG00000230471;transcript_type:lncRNA;transcript_name:ENST00000717491;level:2;tag:RNA_Seq_supported_only;tag:basic;havana_gene:OTTHUMG00000140353.1	CPM:COUNT	0:0	0:0
22	15562016	15564276	2260	1	ENST00000417863.1	ENSG00000215268.3	0	no	1	0/2	gene_id:ENSG00000215268.3;transcript_id:ENST00000417863.1;gene_type:processed_pseudogene;gene_name:USP10P3;transcript_type:processed_pseudogene;transcript_name:USP10P3-201;level:1;transcript_support_level:NA;hgnc_id:HGNC:56965;ont:PGO:0000004;tag:pseudo_consens;tag:basic;tag:Ensembl_canonical;havana_gene:OTTHUMG00000140355.1;havana_transcript:OTTHUMT00000277008.1	CPM:COUNT	0:0	0:0
22	15572088	15573265	1177	1	ENST00000456143.1	ENSG00000213727.3	0	no	1	0/2	gene_id:ENSG00000213727.3;transcript_id:ENST00000456143.1;gene_type:processed_pseudogene;gene_name:SSBP3P3;transcript_type:processed_pseudogene;transcript_name:SSBP3P3-201;level:1;transcript_support_level:NA;hgnc_id:HGNC:56966;ont:PGO:0000004;tag:pseudo_consens;tag:basic;tag:Ensembl_canonical;havana_gene:OTTHUMG00000140354.1;havana_transcript:OTTHUMT00000277007.1	CPM:COUNT	0:0	0:0
22	15588360	15588478	118	1	ENST00000447704.1	ENSG00000230643.1	0	no	1	0/2	gene_id:ENSG00000230643.1;transcript_id:ENST00000447704.1;gene_type:unprocessed_pseudogene;gene_name:ENSG00000230643;transcript_type:unprocessed_pseudogene;transcript_name:ENST00000447704;level:2;transcript_support_level:NA;ont:PGO:0000005;tag:basic;tag:Ensembl_canonical;havana_gene:OTTHUMG00000140350.1;havana_transcript:OTTHUMT00000276997.1	CPM:COUNT	0:0	0:0
